attempt_id	commit	parent_commit	timestamp_utc	accuracy	parameters	status	description	proposal	train_exit	verify_exit
attempt-0033	8cd5e3df1495e857ed22839a6005cee8906d6ac1	196138df826bd6598dbc55e0729fdadba3f9b9a1	2026-08-17T07:16:42.230479+00:00	56.600000%	3072	discard	Reduce FF width to 15 with independent head-local output maps	family: feed-forward width; current retained incumbent is 3136 parameters at 99.9500%, a +0.95 percentage-point margin over 99%. Same-family accepted result: attempt-0031, per-head block-diagonal output mixing with ff16 at 3136/99.95%; same-family failed result: attempt-0022, MQA with full output projection and ff16 at 3520/98.50%; prior attempts in this family: 9. Hypothesis: the new independent head-local output organization made ff16 viable, so the nearest one-unit continuation may still preserve enough nonlinear capacity at ff15, yielding 3072 parameters. This is more informative than changing token or position representations because it isolates the remaining FF width boundary while keeping the successful attention organization fixed; the nearest untested alternative is a larger architectural substitution whose effect would be confounded with FF capacity. Keep d16/h2/L2, independent 8x8 head-local maps, MQA, affine-free block pre-norms, final affine norm, learned positions, reversed operands, mixed-digit curriculum, and 30000 steps; retain only official accuracy >=99% and strictly below 3136 parameters.	0	0
attempt-0034	82c1e0661592c3540a5c4e81a67ebb24472181bb	196138df826bd6598dbc55e0729fdadba3f9b9a1	2026-08-17T07:27:40.207895+00:00	6.070000%	3113	discard	Factor tied token input and output through rank 7	family: token representation; current retained incumbent is 3136 parameters at 99.9500%, a +0.95 percentage-point margin over 99%. Same-family accepted result: attempt-0002, reversed operand token order at 5056/99.98%; same-family failed result: attempt-0013, rank-6 tied token/output factorization at 4234/9.68%; prior attempts in this family: 2. Hypothesis: the earlier rank-6 collapse was measured before the successful MQA, affine-free pre-norm, per-head output, and ff16 changes; a less aggressive rank-7 factorization may retain the token distinctions needed by this newer 3136-parameter regime while reducing the tied token representation from 240 to 217 parameters, yielding 3113 total. This is more informative than retrying rank6 because rank7 is the nearest less-compressed representation and separates rank capacity from the older attention context; the nearest untested alternative is a rank-8 factor, which is not a parameter reduction at d16. Keep reversed operands, learned positions, d16/h2/L2, independent head-local output maps, MQA, affine-free block pre-norms, final affine norm, mixed-digit curriculum, and 30000 steps; retain only official accuracy >=99% and strictly below 3136 parameters.	0	0
attempt-0035	6ef1076ad1207cceee86b20f1fe9eb4515765eb3	196138df826bd6598dbc55e0729fdadba3f9b9a1	2026-08-17T07:38:14.000121+00:00	1.000000%	2976	discard	Tie corresponding operand-column position embeddings	family: position representation; current retained incumbent is 3136 parameters at 99.9500%, a +0.95 percentage-point margin over 99%. Same-family accepted result: none; same-family failed result: attempt-0026, removing positional vectors at special-token slots while keeping digit positions at 3520/1.06% (with earlier sinusoidal and factorized position trials also failing); prior attempts in this family: 5. Hypothesis: in the reversed fixed layout, operand A and operand B use the same column index and may share one positional vector while their token identities and the plus separator retain role information. Keep every digit-column vector for answer positions, operators, BOS, and EOS distinct, but map B columns 12–21 onto A columns 1–10, reducing the position table from 35 to 25 rows and yielding 2976 parameters. This is more informative than another whole-table low-rank or special-token deletion because it tests only the A/B column symmetry while preserving all answer-column positions; the nearest untested alternative is tying answer columns to operand columns, which removes role distinctions simultaneously. Keep d16/h2/L2, independent head-local maps, MQA, ff16, affine-free block pre-norms, final affine norm, reversed operands, mixed-digit curriculum, and 30000 steps; retain only official accuracy >=99% and strictly below 3136 parameters.	0	0
attempt-0036	8e1a5ac90e6ca3edbd7dea6fff934f99636b0086	196138df826bd6598dbc55e0729fdadba3f9b9a1	2026-08-17T07:46:50.170799+00:00	6.740000%	3008	discard	Trade one transformer layer for a wider ff48 sublayer	family: attention organization; current retained incumbent is 3136 parameters at 99.9500%, a +0.95 percentage-point margin over 99%. Same-family accepted result: attempt-0030, per-head block-diagonal output projections at 3200/100.00% before the ff16 reduction; same-family failed result: attempt-0025, d14 MQA width reduction at 2968/9.99%; prior attempts in this family: 6. Hypothesis: the incumbent's two blocks each use a narrow ff16 sublayer, while a single independently parameterized MQA block with ff48 can spend a similar budget on nonlinear width and still attend over the whole fixed sequence, yielding 3008 parameters. This is more informative than repeating the failed tied-block experiment because it removes a depth copy but restores independent parameters and substantially widens the surviving block; the nearest untested alternative is a two-block partial tie, which tests reuse rather than the depth-versus-width tradeoff. Keep d16/h2, independent head-local output maps, MQA, affine-free pre-norms, final affine norm, learned positions, reversed operands, mixed-digit curriculum, and 30000 steps; retain only official accuracy >=99% and strictly below 3136 parameters.	0	0
attempt-0037	8c0f7019b05b96d9fc6205b2b1d268972c1a89e7	196138df826bd6598dbc55e0729fdadba3f9b9a1	2026-08-17T07:58:24.273797+00:00	89.010000%	2624	discard	Make FF sublayers block-diagonal across attention heads	family: feed-forward width; current retained incumbent is 3136 parameters at 99.9500%, a +0.95 percentage-point margin over 99%. Same-family accepted result: attempt-0031, full ff16 sublayers with per-head attention output at 3136/99.95%; same-family failed result: attempt-0033, the one-unit ff15 reduction at 3072/56.60%; prior attempts in this family: 10. Hypothesis: ff15 showed that removing an entire hidden unit is too abrupt, but the successful attention block-diagonalization suggests that cross-head FF mixing may be redundant. Keep each head's ff16-width capacity in the sense of two independent 8-wide nonlinear maps, but remove only cross-head FF weights, reducing each FF from 512 to 256 parameters and the model to 2624. This is more informative than another scalar width decrement because it preserves the nonlinear width per head while isolating FF connectivity; the nearest untested alternative is low-rank factorization of each full FF matrix, which changes within-head rank as well. Keep two layers, d16/h2, independent head-local attention maps, MQA, affine-free block pre-norms, final affine norm, learned positions, reversed operands, mixed-digit curriculum, and 30000 steps; retain only official accuracy >=99% and strictly below 3136 parameters.	0	0
attempt-0038	7b108ce73f66ebafe562401d225bf2bb72f8bcff	196138df826bd6598dbc55e0729fdadba3f9b9a1	2026-08-17T08:09:09.023076+00:00	99.920000%	3120	keep	Remove only the final LayerNorm bias	family: normalization; current retained incumbent is 3136 parameters at 99.9500%, a +0.95 percentage-point margin over 99%. Same-family accepted result: attempt-0028, affine-free attention and FF pre-norms at 3456/99.92%; same-family failed result: attempt-0029, removing both final scale and bias in that context at 3424/95.58%; prior attempts in this family: 5. Hypothesis: the failed all-affine removal may have lost useful output scaling, while the final shift alone may be redundant after the two block pre-norms are affine-free. Remove only the 16-parameter final bias and retain the learned final scale, yielding 3120 parameters. This is more informative than repeating full final-affine removal because it isolates scale from shift and is the nearest untested normalization ablation; the nearest alternative is removing only the scale, which changes output calibration more directly. Keep the successful per-head attention organization, ff16, all other norms, learned positions, reversed operands, mixed-digit curriculum, and 30000 steps; retain only official accuracy >=99% and strictly below 3136 parameters.	0	0
attempt-0039	528d28e5e0d2cfe90d0c0bd324de678ead752774	7b108ce73f66ebafe562401d225bf2bb72f8bcff	2026-08-17T08:18:38.341416+00:00	90.810000%	3104	discard	Remove the remaining final LayerNorm scale	family: normalization; current retained incumbent is 3120 parameters at 99.9200%, a +0.92 percentage-point margin over 99%. Same-family accepted result: attempt-0038, final LayerNorm with learned scale but no bias at 3120/99.92%; same-family failed result: attempt-0029, removing both final scale and bias in the pre-per-head context at 3424/95.58%; prior attempts in this family: 6. Hypothesis: after the accepted bias removal, test the remaining final scale independently in the newer per-head/ff16 regime; this yields 3104 parameters and distinguishes whether the surviving calibration parameter is essential. This is more informative than removing the entire final normalization because the bias has already been held out and the current attention organization changed materially; the nearest untested alternative is deleting the final norm module, which also changes normalization behavior rather than just affine capacity. Keep d16/h2/L2, independent head-local maps, MQA, ff16, affine-free block pre-norms, learned positions, reversed operands, mixed-digit curriculum, and 30000 steps; retain only official accuracy >=99% and strictly below 3120 parameters.	0	0
attempt-0040	0a59b6133154c9747ec769c829cd168ef9feb800	7b108ce73f66ebafe562401d225bf2bb72f8bcff	2026-08-17T08:28:28.033393+00:00	7.830000%	2864	discard	Tie FF input projections across the two blocks	family: parameter tying; current retained incumbent is 3120 parameters at 99.9200%, a +0.92 percentage-point margin over 99%. Same-family accepted result: none; same-family failed result: attempt-0032, sharing the per-head attention output map at 3008/9.91% (and attempt-0024, tying complete blocks at 2208/82.12%); prior attempts in this family: 3. Hypothesis: complete block tying removed too many independent functions, while the failed head-local-map sharing is a different within-block constraint. Share only the first d16-to-ff16 projection between the two independently attended blocks, leaving both attention stacks, FF output projections, residual paths, and final scale separate; this saves 256 deduplicated parameters for 2864 total. This is more informative than tying both FF matrices because it isolates the feature-expansion basis from the block-specific recombination, and more informative than full-block tying because attention remains independent; the nearest untested alternative is sharing only the FF output projection. Keep learned positions, reversed operands, d16/h2/L2, independent head-local attention maps, MQA, affine-free block pre-norms, final no-bias affine scale, mixed-digit curriculum, and 30000 steps; retain only official accuracy >=99% and strictly below 3120 parameters.	0	0
attempt-0041	e6d85f09b05eb1c3b9f67ef67bfe7a856c2ec63c	7b108ce73f66ebafe562401d225bf2bb72f8bcff	2026-08-17T08:37:58.977108+00:00	10.190000%	2864	discard	Tie FF output projections across the two blocks	family: parameter tying; current retained incumbent is 3120 parameters at 99.9200%, a +0.92 percentage-point margin over 99%. Same-family accepted result: none; same-family failed result: attempt-0040, sharing the FF input projection at 2864/7.83% (with attempt-0032 sharing head-local attention output at 3008/9.91%); prior attempts in this family: 4. Hypothesis: the FF input tie failed because block-specific feature extraction was lost; instead share only the second ff16-to-d16 projection while retaining independent hidden features and independent attention, saving the same 256 deduplicated parameters for 2864 total. This is more informative than repeating the input tie because it tests the complementary role of recombination after a scored failure, and more informative than full-block tying because all attention and first FF projections remain independent; the nearest untested alternative is tying the two FF matrices together within each block. Keep d16/h2/L2, independent head-local attention maps, MQA, affine-free block pre-norms, final no-bias affine scale, learned positions, reversed operands, mixed-digit curriculum, and 30000 steps; retain only official accuracy >=99% and strictly below 3120 parameters.	0	0
attempt-0042	c86d3dee9bc7baef0c5d043871ef8a817109cbce	7b108ce73f66ebafe562401d225bf2bb72f8bcff	2026-08-17T08:47:34.974867+00:00	10.290000%	2608	discard	Tie the Q and shared KV projections within each attention block	family: attention organization; current retained incumbent is 3120 parameters at 99.9200%, a +0.92 percentage-point margin over 99%. Same-family accepted result: attempt-0030, independent per-head block-diagonal output projections at 3200/100.00% before final-bias pruning; same-family failed result: attempt-0036, one-layer wide-FF depth reduction at 3008/6.74% (the earlier Q/KV-sharing attempt-0016 also scored 0.02%); prior attempts in this family: 7. Hypothesis: MQA already shares K/V while retaining a separate Q map; tie the equal-shaped d16 Q and 2*d_head KV projections within each block to remove 256 parameters per block, yielding 2608 total. This revisits the earlier failed Q/KV tie only after the successful head-local output organization, ff16 boundary, and final-bias pruning changed the regime; it is more informative than reducing head width because it preserves two full attention channels and tests parameter reuse alone. The nearest untested alternative is sharing Q across layers, which removes depth-specific attention rather than query/key/value specialization. Keep two blocks, independent head-local output maps, full FFs, affine-free pre-norms, final learned scale, learned positions, reversed operands, mixed-digit curriculum, and 30000 steps; retain only official accuracy >=99% and strictly below 3120 parameters.	0	0
attempt-0043	a655cc589f95afa87c0b9b91d133d1e6231604ab	7b108ce73f66ebafe562401d225bf2bb72f8bcff	2026-08-17T08:58:35.013281+00:00	99.910000%	3038	keep	Compensate d14 attention width with ff24	family: attention organization; current retained incumbent is 3120 parameters at 99.9200%, a +0.92 percentage-point margin over 99%. Same-family accepted result: attempt-0030, per-head block-diagonal output projections at 3200/100.00% before final-bias pruning; same-family failed result: attempt-0025, d14 MQA with ff17 and full output organization at 2968/9.99%; prior attempts in this family: 8. Hypothesis: the earlier d14 failure may reflect both narrower attention channels and insufficient nonlinear width. Retain the successful per-head output organization and final-bias pruning, shrink d_model to 14, and increase each FF to 24 so the candidate has wider nonlinear processing while reducing embedding, positional, and attention costs; predicted count is 3038. This is more informative than repeating d14/ff17 because it changes the capacity allocation and isolates whether d14's failure was an attention-width floor; the nearest untested alternative is d14 with a still wider FF, which would obscure that boundary. Keep h2/L2, MQA, independent head-local maps, affine-free block pre-norms, final learned scale, learned positions, reversed operands, mixed-digit curriculum, and 30000 steps; retain only official accuracy >=99% and strictly below 3120 parameters.	0	0
attempt-0044	ac98521b0ace9c74c5bb1fce686f5254dbc9972f	a655cc589f95afa87c0b9b91d133d1e6231604ab	2026-08-17T09:09:49.983567+00:00	99.970000%	2982	keep	Reduce d14 FF width from 24 to 23	family: feed-forward width; current retained incumbent is 3038 parameters at 99.9100%, a +0.91 percentage-point margin over 99%. Same-family accepted result: attempt-0043 established d14 with ff24 at 3038/99.91%; same-family failed result: attempt-0037, head-block-diagonal FF at 2624/89.01% (the adjacent d16 ff15 trial was 3072/56.60%); prior attempts in this family: 11. Hypothesis: the d14/ff24 model leaves a direct one-unit FF interpolation unexplored; reduce only ff24 to ff23, preserving full cross-head FF mixing and all successful attention/normalization choices, for 3010 parameters. This is more informative than the prior block-diagonal FF failure because it tests scalar capacity at the new d14 operating point without changing connectivity; the nearest untested alternative is ff22, which would skip the boundary and confound the size of the capacity loss. Keep d14/h2/L2, MQA, independent head-local maps, affine-free block pre-norms, final learned scale without bias, learned positions, reversed operands, mixed-digit curriculum, and 30000 steps; retain only official accuracy >=99% and strictly below 3038 parameters.	0	0
attempt-0045	ffec8853e04b0f5e366cbf41227947af7e67604f	ac98521b0ace9c74c5bb1fce686f5254dbc9972f	2026-08-17T09:19:56.930820+00:00	9.790000%	2926	discard	Reduce d14 FF width from 23 to 22	family: feed-forward width; current retained incumbent is 2982 parameters at 99.9700%, a +0.97 percentage-point margin over 99%. Same-family accepted result: attempt-0044, d14 with ff23 at 2982/99.97%; same-family failed result: attempt-0037, block-diagonal FF connectivity at 2624/89.01% (the prior d16 ff15 scalar boundary was 3072/56.60%); prior attempts in this family: 12. Hypothesis: the successful d14/ff23 step supports one more scalar reduction without changing FF connectivity; ff22 should yield 2926 parameters and directly measure whether the new d14 attention allocation has additional FF margin. This is more informative than changing attention or token representation because it is the nearest width interpolation and preserves all currently accepted mechanisms; the nearest untested alternative is ff21, which would skip this local boundary. Keep d14/h2/L2, MQA, independent head-local maps, affine-free block pre-norms, final learned scale without bias, learned positions, reversed operands, mixed-digit curriculum, and 30000 steps; retain only official accuracy >=99% and strictly below 2982 parameters.	0	0
attempt-0046	8c8f7581842f30ef5bfeb937a93ceb610161ab24	ac98521b0ace9c74c5bb1fce686f5254dbc9972f	2026-08-17T09:29:08.248890+00:00	1.350000%	2951	discard	Replace two d14 heads with one d13 head and ff18	family: attention organization; current retained incumbent is 2982 parameters at 99.9700%, a +0.97 percentage-point margin over 99%. Same-family accepted result: attempt-0043, d14/h2 with ff24 at 3038/99.91%; same-family failed result: attempt-0042, tying Q and shared KV projections at 2608/10.29% (the prior d14 full-output attempt-0025 was also 9.99%); prior attempts in this family: 9. Hypothesis: d14/h2 succeeds with 7-wide head channels, but the minimum may instead use one full d13 head with a larger per-head output map and ff18, reducing the model to 2951 parameters. This is more informative than another d14 FF decrement because it changes head organization and tests whether two-head specialization is essential; the nearest untested alternative is d13/h2, which is not divisible without changing the channel geometry. Keep two layers, MQA-form K/V path, independent head-local output map, affine-free block pre-norms, final learned scale without bias, learned positions, reversed operands, mixed-digit curriculum, and 30000 steps; retain only official accuracy >=99% and strictly below 2982 parameters.	0	0
attempt-0047	4604fddbdfdbe7adf4ddb640f1fe10f49175cca2	ac98521b0ace9c74c5bb1fce686f5254dbc9972f	2026-08-17T09:39:32.537959+00:00	10.340000%	2916	discard	Allocate d12 attention with ff33 nonlinear width	family: attention organization; current retained incumbent is 2982 parameters at 99.9700%, a +0.97 percentage-point margin over 99%. Same-family accepted result: attempt-0043, d14/h2 with ff24 at 3038/99.91%; same-family failed result: attempt-0046, one d13 attention head at 2951/1.35% (and the preceding Q/KV tie was 10.29%); prior attempts in this family: 10. Hypothesis: two heads are required, but each d14 head may have excess channel width. Test d12/h2 with a much wider ff33, retaining MQA and independent 6x6 head-local output maps; the candidate is predicted at 2916 parameters. This is more informative than continuing d14 FF interpolation because it shifts capacity from attention channels to nonlinear width while preserving two-head specialization; the nearest untested alternative is d12 with a smaller FF, which would conflate head-width and FF losses before this allocation is measured. Keep two layers, affine-free block pre-norms, final learned scale without bias, learned positions, reversed operands, mixed-digit curriculum, and 30000 steps; retain only official accuracy >=99% and strictly below 2982 parameters.	0	0
attempt-0048	6406d9fef782b9e782352420c2bb43eb2266ecdf	ac98521b0ace9c74c5bb1fce686f5254dbc9972f	2026-08-17T09:50:25.922645+00:00	97.300000%	2933	discard	Use a rank9 factorized learned position table	family: position representation; current retained incumbent is 2982 parameters at 99.9700%, a +0.97 percentage-point margin over 99%. Same-family accepted result: none; same-family failed result: attempt-0035, tying operand-column position rows at 2976/1.00% (the earlier rank-8 factorized table was 4136/0.11%); prior attempts in this family: 6. Hypothesis: full 35-row learned positions are useful, but the old rank-8 factorization was a much more aggressive bottleneck measured before d14/per-head attention. Add a rank-9 position embedding plus learned up-projection, preserving each position's index while sharing a 9-dimensional basis; this saves 49 parameters and yields about 2933 total. This is more informative than repeating row tying because every position remains independently addressable, and rank9 is the nearest less-compressed factor above the failed rank8; the nearest untested alternative is rank10, which saves less and would not test the observed rank boundary as directly. Keep d14/h2/L2, MQA, independent head-local maps, ff23, affine-free block pre-norms, final learned scale without bias, reversed operands, mixed-digit curriculum, and 30000 steps; retain only official accuracy >=99% and strictly below 2982 parameters.	0	0
attempt-0049	897ed431f8a56c585d8a6c8ff9c8224405edd973	ac98521b0ace9c74c5bb1fce686f5254dbc9972f	2026-08-17T10:01:54.679622+00:00	100.000000%	2933	keep	Retrain rank9 position factor with zero weight decay	family: training control; current retained incumbent is 2982 parameters at 99.9700%, a +0.97 percentage-point margin over 99%. Same-family accepted result: attempt-0009, extending the reversed-input ff24 candidate to 30000 steps produced 99.99%; same-family failed result: attempt-0023, full-digit-only training of the MQA ff16 candidate at 3520/0.03%; prior attempts in this family: 2. The immediately preceding rank9 position candidate was a valid near miss at 2933/97.30% after 30000 mixed-digit steps, while its train log ended without a qualifying checkpoint. Hypothesis: AdamW weight decay may suppress the compressed positional basis; keep the exact rank9 architecture and change only weight_decay from 0.1 to 0.0, retaining the same 30000-step cosine schedule. This is more informative than changing both learning rate and duration because it isolates regularization as the nearest training-control alternative; retain only official accuracy >=99% and strictly below 2982 parameters.	0	0
attempt-0050	a3adffc7be1254323fe6d42c6dc751fb5f809d5c	897ed431f8a56c585d8a6c8ff9c8224405edd973	2026-08-17T10:12:54.327877+00:00	99.990000%	2884	keep	Test rank8 positions with zero weight decay	family: position representation; current retained incumbent is 2933 parameters at 100.0000%, a +1.00 percentage-point margin over 99%. Same-family accepted result: none; same-family failed result: attempt-0048, rank9 factorized positions at 2933/97.30% with standard weight decay (and the older rank8 factor at 4136/0.11%); prior attempts in this family: 7. The training-control follow-up attempt-0049 showed that rank9 reaches 100% when weight decay is removed. Hypothesis: under that improved optimizer condition, the nearest rank8 positional basis may now retain enough capacity, saving another 49 parameters to 2884. This is more informative than testing a more aggressive rank7 because it separates the rank boundary from the previously identified regularization effect; the nearest untested alternative is rank7, which would skip the first post-control compression step. Keep d14/h2/L2, MQA, independent head-local maps, ff23, affine-free block pre-norms, final learned scale without bias, reversed operands, mixed-digit curriculum, zero weight decay, and 30000 steps; retain only official accuracy >=99% and strictly below 2933 parameters.	0	0
attempt-0051	c037e45b96e231bbf8e7b465942bd482e9bbe17a	a3adffc7be1254323fe6d42c6dc751fb5f809d5c	2026-08-17T10:23:05.302709+00:00	9.580000%	2835	discard	Test rank7 positions with zero weight decay	family: position representation; current retained incumbent is 2884 parameters at 99.9900%, a +0.99 percentage-point margin over 99%. Same-family accepted result: attempt-0050, rank8 factorized positions under zero weight decay at 2884/99.99%; same-family failed result: attempt-0048, rank9 positions with standard decay at 2933/97.30% (and the older rank8 factor was 0.11%); prior attempts in this family: 8. Hypothesis: zero weight decay rescued rank9 and rank8, so continue the ordered rank sweep one step to rank7, reducing the position representation by another 49 parameters to about 2835 while keeping every position index and the same successful optimizer. This is more informative than switching to row tying or a deterministic basis because it preserves the factorized representation family and tests the next capacity boundary; the nearest untested alternative is rank6, which would skip this local interpolation. Keep d14/h2/L2, MQA, independent head-local maps, ff23, affine-free block pre-norms, final learned scale without bias, reversed operands, mixed-digit curriculum, zero weight decay, and 30000 steps; retain only official accuracy >=99% and strictly below 2884 parameters.	0	0
attempt-0052	04db6b8f89cdbd4074e04e10e0a0a19c5fe76f17	a3adffc7be1254323fe6d42c6dc751fb5f809d5c	2026-08-17T10:24:19.220369+00:00			error	Remove the unused trainable PAD token row	family: token representation; current retained incumbent is 2884 parameters at 99.9900%, a +0.99 percentage-point margin over 99%. Same-family accepted result: attempt-0002, reversed operand token order at 5056/99.98%; same-family failed result: attempt-0034, rank-7 tied token/output factorization at 3113/6.07% (the earlier rank-6 factor also collapsed); prior attempts in this family: 3. Hypothesis: the fixed-length data and official interface never present PAD, so the trainable PAD row contributes no used input representation or target logit. Remove only that row from the tied parameter table, materialize a fixed zero PAD row for honest 15-way logits, and keep all digit, operator, BOS, and EOS rows trainable; this saves 14 parameters for 2870 total. This is more informative than factorizing used token rows because it changes no representation of any token that appears in training or verification; the nearest untested alternative is fixing BOS or EOS, which would alter active sequence semantics. Keep d14/h2/L2, MQA, independent head-local maps, ff23, rank8 positions, affine-free block pre-norms, final learned scale without bias, reversed operands, zero weight decay, mixed-digit curriculum, and 30000 steps; retain only official accuracy >=99% and strictly below 2884 parameters.	1	
attempt-0053	3be8ad99ec451e5d73392c1ea9582e2605fc918a	a3adffc7be1254323fe6d42c6dc751fb5f809d5c	2026-08-17T10:35:02.346423+00:00	95.640000%	2870	discard	Repair PAD-row table construction for MPS and rerun	family: token representation; implementation repair for attempt-0052: the candidate's train log failed before optimization because MPS does not implement index_copy when materializing the fixed PAD row. Current retained incumbent is 2884 parameters at 99.9900%, a +0.99 percentage-point margin over 99%. Same-family accepted result: attempt-0002, reversed operand token order at 5056/99.98%; same-family failed result: attempt-0052, the intended PAD-row compression at 2870 parameters with train_exit 1 from the MPS index_copy error; prior attempts in this family: 4. Rebuild the identical 14-trainable-row plus fixed-zero-PAD table using torch.cat, with no architecture or acceptance-rule change. This repair is more informative than switching to fixing an active BOS/EOS row because it resolves a reproducible infrastructure/implementation incompatibility while preserving the exact unused-row hypothesis; the nearest untested alternative remains fixing another active token, which would change the tested representation. Keep d14/h2/L2, MQA, independent head-local maps, ff23, rank8 positions, affine-free block pre-norms, final learned scale without bias, reversed operands, zero weight decay, mixed-digit curriculum, and 30000 steps; retain only official accuracy >=99% and strictly below 2884 parameters.	0	0
attempt-0054	f9ad44afe2808c1554fb6f756c70279cea5349ca	a3adffc7be1254323fe6d42c6dc751fb5f809d5c	2026-08-17T10:45:41.691242+00:00	0.030000%	2870	discard	Tie the unused PAD row to digit zero	family: token representation; current retained incumbent is 2884 parameters at 99.9900%, a +0.99 percentage-point margin over 99%. Same-family accepted result: attempt-0002, reversed operand token order at 5056/99.98%; same-family failed result: attempt-0053, the repaired 14-row plus zero-PAD table at 2870/95.64% (attempt-0052 was its MPS implementation error); prior attempts in this family: 5. Hypothesis: zeroing PAD changed output calibration even though PAD is unused, so retain a learned PAD logit by tying its row to the digit-zero vector while still removing one independent row. The materialized tied table remains 15-way and saves 14 parameters for 2870 total. This is more informative than fixing BOS or EOS because it preserves a learned competing PAD direction without altering active control tokens; the nearest untested alternative is tying PAD to EOS, which would couple an unused output to the active stopping symbol. Keep d14/h2/L2, MQA, independent head-local maps, ff23, rank8 positions, affine-free block pre-norms, final learned scale without bias, reversed operands, zero weight decay, mixed-digit curriculum, and 30000 steps; retain only official accuracy >=99% and strictly below 2884 parameters.	0	0
attempt-0055	d98b86bcf32d38205f4f97d11f101ab371ac46bb	a3adffc7be1254323fe6d42c6dc751fb5f809d5c	2026-08-17T10:56:10.381282+00:00	96.170000%	2828	discard	Retest d14 ff22 with rank8 positions and zero decay	family: feed-forward width; current retained incumbent is 2884 parameters at 99.9900%, a +0.99 percentage-point margin over 99%. Same-family accepted result: attempt-0044, d14/ff23 at 2982/99.97% under standard decay; same-family failed result: attempt-0045, d14/ff22 at 2926/9.79% under standard decay; prior attempts in this family: 13. The later rank9-to-rank8 positional trials showed that removing AdamW weight decay can turn a near miss into 99.99–100%, so retest the same ff22 width with the retained rank8 positional factor and weight_decay=0.0, yielding 2828 parameters. This is more informative than moving to ff21 because it isolates the newly identified training-control variable at the nearest failed FF boundary; the nearest untested alternative is a larger optimizer change that would confound width and regularization. Keep d14/h2/L2, MQA, independent head-local maps, rank8 positions, affine-free block pre-norms, final learned scale without bias, reversed operands, mixed-digit curriculum, and 30000 steps; retain only official accuracy >=99% and strictly below 2884 parameters.	0	0
attempt-0056	35017ecb3abb7522b5caeecdc8b511ddadcfd98a	a3adffc7be1254323fe6d42c6dc751fb5f809d5c	2026-08-17T11:06:50.764400+00:00	5.470000%	2871	discard	Tie final LayerNorm scale to one global scalar	family: normalization; current retained incumbent is 2884 parameters at 99.9900%, a +0.99 percentage-point margin over 99%. Same-family accepted result: attempt-0038, removing only final LayerNorm bias at 3120/99.92%; same-family failed result: attempt-0039, removing the remaining final scale entirely at 3104/90.81%; prior attempts in this family: 7. Hypothesis: the final scale vector is necessary but may not need 14 independent coordinates. Retain final normalization and replace its learned 14-element scale with one learned scalar broadcast over channels, saving 13 parameters for 2871 total. This is more informative than deleting the scale because it preserves global output calibration while isolating per-channel calibration; the nearest untested alternative is a fixed scale, which repeats the known scale-removal failure. Keep d14/h2/L2, MQA, independent head-local maps, ff23, rank8 positions, affine-free block pre-norms, reversed operands, zero weight decay, mixed-digit curriculum, and 30000 steps; retain only official accuracy >=99% and strictly below 2884 parameters.	0	0
attempt-0057	a7ee0f8df5f3b13d0f78fad8b3e452853c830b17	a3adffc7be1254323fe6d42c6dc751fb5f809d5c	2026-08-17T11:17:57.384959+00:00	0.010000%	2688	discard	Make Q projections block-diagonal by head	family: attention organization; current retained incumbent is 2884 parameters at 99.9900%, a +0.99 percentage-point margin over 99%. Same-family accepted result: attempt-0043, d14/h2 with MQA and independent head-local output maps at 3038/99.91%; same-family failed result: attempt-0047, d12/h2 with wider ff33 at 2916/10.34% (the Q/KV tie in attempt-0042 was 10.29%); prior attempts in this family: 11. Hypothesis: the successful per-head output maps show that cross-head mixing can be removed after attention, while the Q projection remains a full 14x14 map. Replace it with two independent 7x7 head-local Q maps, retain full shared K/V mixing and all FF connectivity, saving 196 parameters for 2688 total. This is more informative than tying Q to K/V because it leaves K/V full and isolates only cross-head query mixing; the nearest untested alternative is block-diagonal K/V, which would simultaneously constrain the shared content path. Keep rank8 positions, d14/h2/L2, ff23, affine-free block pre-norms, final learned scale without bias, reversed operands, zero weight decay, mixed-digit curriculum, and 30000 steps; retain only official accuracy >=99% and strictly below 2884 parameters.	0	0
attempt-0058	830391ebe220b69b896734b5c261580a3de18fe1	a3adffc7be1254323fe6d42c6dc751fb5f809d5c	2026-08-17T11:29:53.072321+00:00	100.000000%	2856	keep	Tie one FF hidden unit's input and output weights	family: parameter tying; current retained incumbent is 2884 parameters at 99.9900%, a +0.99 percentage-point margin over 99%. Same-family accepted result: none; same-family failed result: attempt-0041, sharing the complete FF output projection across blocks at 2864/10.19% (with attempt-0040 sharing the input projection at 7.83%); prior attempts in this family: 5. Hypothesis: full inter-layer ties are too disruptive, so preserve all 23 hidden units and all cross-head connectivity while tieing only one hidden unit's d14 input row to its d14 output column within each block. This removes 14 parameters per block, yielding 2856 total. This is more informative than reducing ff23 to ff22 because it keeps the nonlinear width and tests a localized redundancy; the nearest untested alternative is tying multiple hidden units, which would skip the one-unit boundary. Keep d14/h2/L2, MQA, independent head-local maps, rank8 positions, affine-free block pre-norms, final learned scale without bias, reversed operands, zero weight decay, mixed-digit curriculum, and 30000 steps; retain only official accuracy >=99% and strictly below 2884 parameters.	0	0
